Customer ID,Product ID,Purchase Amount (USD),Size,Color,Season,Review Rating,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
641,1012,88,M,Gray,Summer,4.4,Store Pickup,Yes,Yes,28,Debit Card,Fortnightly
642,1001,78,M,Red,Winter,3.9,2-Day Shipping,Yes,Yes,23,Credit Card,Every 3 Months
643,1012,25,L,Red,Spring,2.8,2-Day Shipping,Yes,Yes,14,Debit Card,Bi-Weekly
644,1002,57,XL,Green,Winter,3.2,Next Day Air,Yes,Yes,10,Bank Transfer,Every 3 Months
645,1022,93,S,Blue,Summer,4.3,Next Day Air,Yes,Yes,37,Cash,Weekly
646,1016,42,S,Purple,Summer,4.2,Express,Yes,Yes,15,Venmo,Bi-Weekly
647,1024,54,XL,Pink,Spring,4.9,Standard,Yes,Yes,19,Venmo,Bi-Weekly
648,1001,70,XL,Charcoal,Summer,3.7,Express,Yes,Yes,23,Credit Card,Fortnightly
649,1016,31,M,Brown,Winter,4.1,Store Pickup,Yes,Yes,35,Credit Card,Weekly
650,1014,93,L,Orange,Spring,4.2,Store Pickup,Yes,Yes,33,PayPal,Every 3 Months
651,1025,40,M,Magenta,Spring,3.9,Next Day Air,Yes,Yes,12,Bank Transfer,Annually
652,1020,32,L,Yellow,Summer,2.9,Next Day Air,Yes,Yes,41,Venmo,Fortnightly
653,1013,27,M,Beige,Winter,3.1,Free Shipping,Yes,Yes,27,Venmo,Weekly
654,1019,68,M,Olive,Winter,3.6,2-Day Shipping,Yes,Yes,45,Cash,Fortnightly
655,1009,59,L,Gray,Summer,4.4,2-Day Shipping,Yes,Yes,23,Venmo,Annually
656,1009,36,S,Purple,Fall,3.1,Free Shipping,Yes,Yes,19,Venmo,Monthly
657,1003,23,M,Beige,Summer,3.9,Standard,Yes,Yes,6,PayPal,Quarterly
658,1015,80,M,White,Winter,4.3,Free Shipping,Yes,Yes,6,PayPal,Quarterly
659,1022,37,S,White,Fall,4.9,Store Pickup,Yes,Yes,20,Venmo,Weekly
660,1007,52,S,Gold,Spring,3.6,2-Day Shipping,Yes,Yes,8,Cash,Weekly
661,1008,79,M,Olive,Fall,5.0,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly
662,1006,68,XL,Green,Fall,4.1,Store Pickup,Yes,Yes,39,Credit Card,Quarterly
663,1025,98,L,Magenta,Fall,2.8,Express,Yes,Yes,39,Venmo,Bi-Weekly
664,1011,83,M,Charcoal,Fall,4.7,Express,Yes,Yes,23,Credit Card,Monthly
665,1014,83,M,Indigo,Winter,4.4,Express,Yes,Yes,41,PayPal,Bi-Weekly
666,1014,55,M,Peach,Spring,4.9,2-Day Shipping,Yes,Yes,50,Credit Card,Annually
667,1016,26,L,Turquoise,Winter,3.1,Free Shipping,Yes,Yes,30,Debit Card,Quarterly
668,1013,76,S,Blue,Winter,2.6,Standard,Yes,Yes,32,Bank Transfer,Quarterly
669,1018,85,S,Turquoise,Fall,2.9,Express,Yes,Yes,35,Bank Transfer,Monthly
670,1015,89,M,Gray,Spring,3.3,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly
671,1002,41,XL,Purple,Spring,4.8,Next Day Air,Yes,Yes,37,Cash,Bi-Weekly
672,1015,30,L,Black,Winter,4.7,Express,Yes,Yes,45,Cash,Weekly
673,1021,53,M,Peach,Winter,3.3,2-Day Shipping,Yes,Yes,29,Cash,Quarterly
674,1006,66,M,Indigo,Spring,4.2,Free Shipping,Yes,Yes,27,Venmo,Bi-Weekly
675,1017,33,XL,Beige,Winter,4.7,Store Pickup,Yes,Yes,36,Bank Transfer,Annually
676,1013,86,M,Yellow,Spring,2.6,2-Day Shipping,Yes,Yes,9,Cash,Annually
677,1014,60,M,Peach,Winter,2.9,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
678,1021,62,S,Turquoise,Summer,2.7,Express,Yes,Yes,41,PayPal,Annually
679,1001,74,M,Teal,Fall,3.3,Store Pickup,Yes,Yes,25,Debit Card,Every 3 Months
680,1004,95,M,Turquoise,Fall,3.4,Express,Yes,Yes,37,Venmo,Fortnightly
681,1005,25,M,Magenta,Spring,4.2,Express,Yes,Yes,3,PayPal,Annually
682,1006,59,XL,Purple,Winter,3.8,2-Day Shipping,Yes,Yes,24,Credit Card,Every 3 Months
683,1015,29,M,Brown,Summer,4.0,Standard,Yes,Yes,49,Credit Card,Bi-Weekly
684,1004,36,S,Violet,Winter,2.7,Free Shipping,Yes,Yes,3,Bank Transfer,Monthly
685,1020,82,M,Yellow,Summer,4.7,Express,Yes,Yes,42,Debit Card,Monthly
686,1001,71,XL,Magenta,Winter,3.5,Standard,Yes,Yes,32,Cash,Fortnightly
687,1002,35,L,Beige,Fall,3.0,2-Day Shipping,Yes,Yes,33,Venmo,Fortnightly
688,1025,38,XL,Turquoise,Winter,3.3,Free Shipping,Yes,Yes,46,Bank Transfer,Quarterly
689,1019,59,S,Peach,Summer,4.7,Store Pickup,Yes,Yes,44,Venmo,Monthly
690,1016,91,M,Orange,Summer,4.7,Express,Yes,Yes,35,Credit Card,Every 3 Months
691,1007,68,XL,Red,Spring,4.8,Standard,Yes,Yes,45,Bank Transfer,Weekly
692,1022,21,L,Silver,Summer,2.9,Standard,Yes,Yes,37,PayPal,Bi-Weekly
693,1013,95,M,Cyan,Spring,4.0,2-Day Shipping,Yes,Yes,40,Debit Card,Every 3 Months
694,1007,52,L,Turquoise,Spring,3.1,Free Shipping,Yes,Yes,30,Cash,Every 3 Months
695,1011,21,S,Charcoal,Fall,3.5,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months
696,1007,67,XL,Peach,Summer,3.7,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
697,1023,42,L,Green,Fall,2.8,Standard,Yes,Yes,49,Cash,Monthly
698,1019,63,XL,Brown,Summer,4.6,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
699,1024,41,M,Yellow,Winter,3.8,Standard,Yes,Yes,40,Debit Card,Weekly
700,1009,46,M,Charcoal,Fall,2.6,2-Day Shipping,Yes,Yes,5,PayPal,Weekly
701,1014,79,L,Olive,Winter,4.1,Standard,Yes,Yes,5,PayPal,Monthly
702,1024,90,L,Red,Fall,3.3,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
703,1006,71,M,White,Winter,3.4,Store Pickup,Yes,Yes,1,Cash,Weekly
704,1011,87,L,Pink,Summer,3.0,Standard,Yes,Yes,21,Venmo,Weekly
705,1016,66,S,Black,Spring,3.2,Express,Yes,Yes,18,PayPal,Annually
706,1014,90,XL,Indigo,Summer,4.5,Free Shipping,Yes,Yes,49,Cash,Quarterly
707,1003,47,L,Turquoise,Summer,4.8,Express,Yes,Yes,27,Debit Card,Weekly
708,1006,38,L,Purple,Spring,3.7,Next Day Air,Yes,Yes,21,Venmo,Annually
709,1022,50,L,Beige,Summer,3.4,Store Pickup,Yes,Yes,19,Cash,Fortnightly
710,1015,79,L,Charcoal,Summer,4.6,Standard,Yes,Yes,23,Debit Card,Monthly
711,1019,91,L,Turquoise,Spring,4.1,Standard,Yes,Yes,26,PayPal,Fortnightly
712,1024,60,M,Maroon,Spring,3.5,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
713,1001,81,XL,Black,Summer,3.8,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly
714,1016,90,M,Lavender,Summer,2.6,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly
715,1015,70,M,Magenta,Fall,4.4,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly
716,1003,63,L,Green,Spring,2.6,Express,Yes,Yes,37,Debit Card,Quarterly
717,1017,29,M,Olive,Spring,3.6,Express,Yes,Yes,9,Venmo,Bi-Weekly
718,1021,90,L,Green,Spring,4.2,Express,Yes,Yes,7,Venmo,Every 3 Months
719,1006,22,M,Peach,Summer,4.6,Standard,Yes,Yes,25,Bank Transfer,Annually
720,1007,22,L,Turquoise,Summer,3.3,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly
721,1017,62,L,Orange,Fall,3.4,Free Shipping,Yes,Yes,19,Debit Card,Weekly
722,1001,57,L,Silver,Summer,4.4,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months
723,1002,32,S,Blue,Summer,4.3,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly
724,1017,53,L,Cyan,Fall,3.5,Express,Yes,Yes,43,PayPal,Monthly
725,1018,79,XL,Green,Fall,4.7,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months
726,1020,61,L,Silver,Winter,3.1,Standard,Yes,Yes,33,Debit Card,Fortnightly
727,1007,78,L,Yellow,Summer,3.6,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months
728,1002,97,S,Gray,Winter,4.8,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months
729,1003,78,M,Pink,Winter,3.7,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months
730,1013,56,L,Beige,Summer,3.2,Express,Yes,Yes,46,PayPal,Every 3 Months
731,1024,25,M,Indigo,Summer,3.9,Standard,Yes,Yes,28,Venmo,Fortnightly
732,1008,28,M,Red,Spring,3.5,Free Shipping,Yes,Yes,30,PayPal,Fortnightly
733,1006,57,L,Blue,Spring,2.8,Express,Yes,Yes,28,Cash,Bi-Weekly
734,1011,36,L,Cyan,Fall,2.7,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly
735,1006,69,S,Violet,Winter,3.1,Express,Yes,Yes,39,Bank Transfer,Every 3 Months
736,1013,48,M,Orange,Fall,3.6,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly
737,1011,58,L,Maroon,Spring,2.9,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months
738,1013,24,M,Teal,Spring,3.6,Store Pickup,Yes,Yes,28,PayPal,Annually
739,1013,31,L,Orange,Winter,3.5,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly
740,1007,29,S,Purple,Summer,3.5,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly
741,1003,69,M,Orange,Summer,2.8,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly
742,1018,79,XL,Yellow,Summer,4.7,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months
743,1014,39,M,Charcoal,Summer,3.1,Express,Yes,Yes,21,Debit Card,Quarterly
744,1013,84,L,Gray,Fall,4.9,Free Shipping,Yes,Yes,36,Cash,Weekly
745,1024,66,S,Charcoal,Spring,4.1,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly
746,1018,92,L,Orange,Fall,4.7,Standard,Yes,Yes,4,Venmo,Monthly
747,1004,45,M,Red,Winter,2.5,Free Shipping,Yes,Yes,47,Credit Card,Annually
748,1007,74,L,Gold,Spring,4.4,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly
749,1020,39,L,Brown,Fall,3.9,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly
750,1019,71,M,Olive,Winter,3.7,Standard,Yes,Yes,11,Debit Card,Quarterly
751,1018,95,L,Violet,Fall,3.4,Free Shipping,Yes,Yes,5,Venmo,Annually
752,1025,72,L,Indigo,Fall,4.8,Free Shipping,Yes,Yes,1,Credit Card,Monthly
753,1019,85,L,Yellow,Fall,4.2,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months
754,1024,54,M,Teal,Fall,3.4,Store Pickup,Yes,Yes,27,Venmo,Quarterly
755,1025,41,L,Pink,Spring,2.9,Store Pickup,Yes,Yes,3,Debit Card,Quarterly
756,1008,24,M,Violet,Spring,3.3,Free Shipping,Yes,Yes,22,PayPal,Weekly
757,1023,99,S,Orange,Summer,4.8,Standard,Yes,Yes,24,Cash,Fortnightly
758,1016,32,M,Red,Fall,3.8,Store Pickup,Yes,Yes,18,Debit Card,Quarterly
759,1010,71,L,Peach,Summer,4.6,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months
760,1011,49,XL,Green,Winter,2.6,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly
761,1025,50,XL,Violet,Fall,3.4,Free Shipping,Yes,Yes,6,Cash,Annually
762,1017,91,L,Yellow,Fall,4.2,Express,Yes,Yes,26,Bank Transfer,Weekly
763,1023,46,M,Pink,Fall,3.9,Standard,Yes,Yes,43,Debit Card,Fortnightly
764,1002,50,M,Brown,Spring,2.9,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
765,1012,39,XL,Silver,Fall,4.2,Free Shipping,Yes,Yes,6,Debit Card,Quarterly
766,1005,99,M,Pink,Summer,3.0,Store Pickup,Yes,Yes,13,Cash,Quarterly
767,1025,48,M,Cyan,Winter,3.6,Next Day Air,Yes,Yes,13,PayPal,Monthly
768,1008,77,M,Brown,Fall,2.5,Next Day Air,Yes,Yes,11,Cash,Annually
769,1022,95,XL,Red,Spring,2.6,Express,Yes,Yes,45,Venmo,Weekly
770,1021,100,M,Silver,Spring,4.3,Store Pickup,Yes,Yes,8,PayPal,Monthly
771,1005,54,M,Gray,Spring,3.3,Express,Yes,Yes,8,Credit Card,Annually
772,1002,68,L,Cyan,Fall,2.6,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly
773,1003,22,L,Teal,Fall,3.6,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly
774,1020,84,L,Indigo,Winter,2.6,Express,Yes,Yes,14,Debit Card,Bi-Weekly
775,1020,46,M,Yellow,Summer,3.5,Standard,Yes,Yes,11,Credit Card,Quarterly
776,1009,53,S,Gold,Winter,3.0,Store Pickup,Yes,Yes,8,PayPal,Monthly
777,1006,60,M,Maroon,Spring,5.0,Standard,Yes,Yes,8,Venmo,Every 3 Months
778,1021,32,XL,Silver,Spring,2.5,Express,Yes,Yes,37,Venmo,Weekly
779,1021,50,M,Yellow,Summer,2.9,Store Pickup,Yes,Yes,23,Debit Card,Annually
780,1011,94,M,Blue,Spring,4.6,Express,Yes,Yes,38,Cash,Annually
781,1010,26,M,Turquoise,Spring,3.6,Free Shipping,Yes,Yes,38,Cash,Quarterly
782,1019,44,L,Indigo,Winter,3.0,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly
783,1016,57,M,Green,Summer,4.5,Standard,Yes,Yes,15,Cash,Weekly
784,1018,65,L,Purple,Winter,4.5,Next Day Air,Yes,Yes,38,PayPal,Fortnightly
785,1003,72,M,Peach,Winter,3.2,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months
786,1007,62,S,Purple,Spring,4.0,Next Day Air,Yes,Yes,37,PayPal,Fortnightly
787,1020,21,S,Teal,Winter,4.8,Express,Yes,Yes,16,Bank Transfer,Every 3 Months
788,1009,85,S,Green,Spring,3.7,Free Shipping,Yes,Yes,25,Venmo,Weekly
789,1014,51,XL,Yellow,Summer,3.8,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly
790,1009,84,S,Purple,Fall,2.7,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
791,1002,37,M,Indigo,Summer,4.9,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly
792,1019,44,S,Magenta,Summer,3.1,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly
793,1005,45,M,Violet,Spring,4.2,Next Day Air,Yes,Yes,45,Venmo,Weekly
794,1014,35,L,Maroon,Summer,3.8,Free Shipping,Yes,Yes,16,Credit Card,Monthly
795,1022,50,XL,Yellow,Winter,4.2,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly
796,1004,26,M,Beige,Summer,4.6,Store Pickup,Yes,Yes,34,Venmo,Annually
797,1021,78,XL,Black,Fall,4.0,2-Day Shipping,Yes,Yes,43,Credit Card,Annually
798,1008,82,M,Violet,Fall,4.0,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly
799,1021,39,M,Violet,Spring,3.8,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months
800,1023,55,L,Brown,Summer,,Free Shipping,Yes,Yes,31,PayPal,Annually
801,1021,20,S,Gold,Summer,2.6,Free Shipping,Yes,Yes,20,Cash,Every 3 Months
802,1023,29,L,Blue,Fall,4.9,Express,Yes,Yes,12,Credit Card,Fortnightly
803,1014,41,M,Teal,Winter,3.5,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly
804,1007,38,L,Silver,Winter,2.8,Express,Yes,Yes,30,Venmo,Every 3 Months
805,1024,47,M,Maroon,Summer,2.6,Store Pickup,Yes,Yes,28,Venmo,Quarterly
806,1011,30,L,White,Summer,3.7,Next Day Air,Yes,Yes,40,Debit Card,Monthly
807,1003,56,L,Charcoal,Summer,2.7,Standard,Yes,Yes,46,PayPal,Quarterly
808,1018,89,S,Brown,Winter,3.3,Express,Yes,Yes,15,Credit Card,Weekly
809,1010,96,L,Lavender,Fall,4.6,Next Day Air,Yes,Yes,38,Cash,Every 3 Months
810,1024,81,M,Violet,Fall,4.9,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly
811,1019,83,S,Lavender,Fall,4.9,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly
812,1005,35,M,Green,Winter,2.7,Free Shipping,Yes,Yes,36,Venmo,Quarterly
813,1024,56,M,Olive,Summer,3.2,Standard,Yes,Yes,32,Credit Card,Weekly
814,1009,45,S,Olive,Summer,2.9,Store Pickup,Yes,Yes,14,Debit Card,Annually
815,1006,62,M,Pink,Winter,3.8,Express,Yes,Yes,8,PayPal,Monthly
816,1020,84,L,Teal,Spring,3.0,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly
817,1002,24,L,Cyan,Summer,3.9,Store Pickup,Yes,Yes,24,Debit Card,Monthly
818,1009,21,S,Gray,Spring,4.7,Store Pickup,Yes,Yes,30,PayPal,Fortnightly
819,1006,91,M,Peach,Winter,4.9,Store Pickup,Yes,Yes,34,Debit Card,Monthly
820,1013,36,S,Teal,Winter,4.8,Next Day Air,Yes,Yes,28,Debit Card,Quarterly
821,1005,39,M,Turquoise,Spring,2.5,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly
822,1016,39,M,Green,Spring,3.9,Standard,Yes,Yes,31,Credit Card,Bi-Weekly
823,1006,59,L,Magenta,Winter,3.4,Standard,Yes,Yes,23,Bank Transfer,Annually
824,1013,27,M,Green,Winter,2.5,Free Shipping,Yes,Yes,11,Credit Card,Quarterly
825,1001,94,M,White,Spring,3.0,Store Pickup,Yes,Yes,48,Cash,Quarterly
826,1023,94,XL,Brown,Fall,3.6,Next Day Air,Yes,Yes,17,Cash,Monthly
827,1011,94,M,Purple,Winter,3.6,Standard,Yes,Yes,36,PayPal,Weekly
828,1010,51,S,Green,Fall,4.1,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly
829,1021,62,M,Peach,Fall,3.7,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly
830,1021,57,S,Silver,Spring,,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly
831,1007,76,M,Maroon,Fall,4.2,Express,Yes,Yes,5,Credit Card,Annually
832,1025,63,M,Red,Summer,4.3,Express,Yes,Yes,47,Cash,Every 3 Months
833,1015,80,L,Blue,Fall,2.5,Express,Yes,Yes,28,Cash,Bi-Weekly
834,1009,68,M,Purple,Fall,3.5,Standard,Yes,Yes,11,Credit Card,Annually
835,1022,89,M,Indigo,Summer,3.1,Free Shipping,Yes,Yes,18,Credit Card,Weekly
836,1024,26,L,Indigo,Summer,2.5,Next Day Air,Yes,Yes,21,Debit Card,Weekly
837,1025,90,L,Violet,Winter,3.9,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly
838,1016,28,L,Brown,Spring,4.9,Express,Yes,Yes,33,Cash,Every 3 Months
839,1008,29,M,Gray,Spring,4.3,Express,Yes,Yes,49,Credit Card,Annually
840,1006,31,L,Teal,Spring,2.6,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months
841,1006,24,L,Teal,Summer,4.2,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
842,1002,88,M,Beige,Summer,2.6,Store Pickup,Yes,Yes,28,PayPal,Fortnightly
843,1006,87,M,Violet,Spring,3.6,Express,Yes,Yes,25,PayPal,Weekly
844,1016,80,S,Beige,Summer,3.2,Express,Yes,Yes,6,PayPal,Weekly
845,1004,48,L,Purple,Winter,4.4,Express,Yes,Yes,44,Venmo,Bi-Weekly
846,1023,21,XL,Charcoal,Winter,3.7,Standard,Yes,Yes,30,Venmo,Monthly
847,1024,72,M,Pink,Spring,3.7,Express,Yes,Yes,42,Debit Card,Quarterly
848,1016,44,L,Blue,Fall,4.1,Standard,Yes,Yes,30,PayPal,Monthly
849,1004,73,M,Lavender,Fall,3.6,Store Pickup,Yes,Yes,33,Credit Card,Bi-Weekly
850,1003,61,S,Charcoal,Spring,4.3,Express,Yes,Yes,24,PayPal,Quarterly
851,1010,20,L,Turquoise,Winter,2.6,Store Pickup,Yes,Yes,13,Venmo,Monthly
852,1004,86,M,Red,Summer,2.9,Express,Yes,Yes,19,Debit Card,Monthly
853,1011,60,L,Yellow,Spring,4.2,Next Day Air,Yes,Yes,23,Debit Card,Every 3 Months
854,1020,43,L,Orange,Winter,4.0,Free Shipping,Yes,Yes,35,Cash,Monthly
855,1014,44,L,Blue,Spring,4.3,Free Shipping,Yes,Yes,22,Venmo,Monthly
856,1021,76,L,Gold,Spring,3.0,2-Day Shipping,Yes,Yes,14,Credit Card,Quarterly
857,1006,33,M,Gold,Summer,3.5,Express,Yes,Yes,47,Debit Card,Fortnightly
858,1007,60,L,Cyan,Fall,3.0,Standard,Yes,Yes,50,Debit Card,Every 3 Months
859,1015,26,L,Olive,Fall,3.1,Free Shipping,Yes,Yes,33,PayPal,Weekly
860,1016,73,M,Teal,Winter,4.0,Next Day Air,Yes,Yes,7,Debit Card,Monthly
861,1010,87,M,Maroon,Spring,4.1,Standard,Yes,Yes,3,Cash,Monthly
862,1012,100,XL,Green,Spring,,2-Day Shipping,Yes,Yes,35,Credit Card,Every 3 Months
863,1008,84,M,Charcoal,Winter,4.9,Standard,Yes,Yes,13,PayPal,Fortnightly
864,1005,41,M,Cyan,Summer,3.9,Standard,Yes,Yes,42,PayPal,Fortnightly
865,1003,59,S,Charcoal,Winter,3.9,Next Day Air,Yes,Yes,5,PayPal,Annually
866,1001,26,L,Charcoal,Winter,4.8,Store Pickup,Yes,Yes,23,Venmo,Annually
867,1013,69,M,Lavender,Summer,2.7,Free Shipping,Yes,Yes,11,PayPal,Bi-Weekly
868,1015,20,M,Turquoise,Spring,3.1,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly
869,1011,83,M,Green,Summer,3.2,Next Day Air,Yes,Yes,2,Credit Card,Every 3 Months
870,1020,54,M,Silver,Spring,2.7,2-Day Shipping,Yes,Yes,33,PayPal,Weekly
871,1016,66,M,Blue,Fall,2.5,Standard,Yes,Yes,6,Bank Transfer,Bi-Weekly
872,1009,42,M,Charcoal,Spring,2.6,Next Day Air,Yes,Yes,45,Debit Card,Quarterly
873,1003,33,M,Pink,Spring,2.9,Standard,Yes,Yes,25,Cash,Quarterly
874,1024,77,M,Pink,Summer,4.2,Free Shipping,Yes,Yes,24,Venmo,Quarterly
875,1015,65,M,Magenta,Fall,4.4,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months
876,1004,39,L,Gray,Summer,4.1,Free Shipping,Yes,Yes,7,Bank Transfer,Every 3 Months
877,1023,51,L,Gray,Summer,3.8,2-Day Shipping,Yes,Yes,1,Debit Card,Weekly
878,1009,65,M,Orange,Winter,4.9,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months
879,1013,89,S,Black,Summer,4.9,Express,Yes,Yes,37,Debit Card,Weekly
880,1012,76,S,Lavender,Spring,4.1,Free Shipping,Yes,Yes,14,PayPal,Quarterly
881,1022,75,L,Red,Spring,3.1,Express,Yes,Yes,25,Debit Card,Monthly
882,1004,61,M,Silver,Summer,2.7,Next Day Air,Yes,Yes,18,Venmo,Annually
883,1024,35,M,Cyan,Fall,3.8,Next Day Air,Yes,Yes,37,Cash,Every 3 Months
884,1005,37,S,Gold,Fall,4.3,Free Shipping,Yes,Yes,30,Bank Transfer,Monthly
885,1012,91,L,Yellow,Winter,4.1,Express,Yes,Yes,34,Bank Transfer,Weekly
886,1011,99,L,Purple,Fall,4.4,Free Shipping,Yes,Yes,49,Debit Card,Every 3 Months
887,1007,54,S,Brown,Summer,3.6,Express,Yes,Yes,48,Bank Transfer,Monthly
888,1009,47,L,Turquoise,Winter,3.3,2-Day Shipping,Yes,Yes,33,PayPal,Fortnightly
889,1019,77,S,Gold,Spring,,Express,Yes,Yes,44,Cash,Annually
890,1023,84,S,Olive,Fall,2.8,Free Shipping,Yes,Yes,50,Venmo,Weekly
891,1025,51,S,Purple,Spring,4.3,2-Day Shipping,Yes,Yes,47,Credit Card,Monthly
892,1012,26,S,Lavender,Summer,3.9,Store Pickup,Yes,Yes,24,PayPal,Every 3 Months
893,1007,64,L,Gray,Summer,2.7,Free Shipping,Yes,Yes,43,Debit Card,Monthly
894,1022,51,M,Red,Spring,4.7,Express,Yes,Yes,14,Venmo,Monthly
895,1016,60,L,Purple,Spring,3.8,Free Shipping,Yes,Yes,3,Debit Card,Quarterly
896,1020,69,XL,Olive,Spring,4.7,Next Day Air,Yes,Yes,33,Debit Card,Quarterly
897,1017,29,M,Lavender,Spring,4.7,Express,Yes,Yes,38,Cash,Fortnightly
898,1006,91,M,Gray,Spring,3.4,Express,Yes,Yes,46,Venmo,Weekly
899,1023,70,L,Red,Spring,3.5,2-Day Shipping,Yes,Yes,19,Bank Transfer,Every 3 Months
900,1002,58,M,Peach,Summer,4.0,Standard,Yes,Yes,20,PayPal,Annually
901,1020,98,L,Gray,Fall,3.3,Free Shipping,Yes,Yes,42,Bank Transfer,Quarterly
902,1019,68,L,Violet,Summer,4.7,2-Day Shipping,Yes,Yes,34,Cash,Monthly
903,1020,44,M,Beige,Summer,2.8,Next Day Air,Yes,Yes,5,Cash,Monthly
904,1015,45,M,Blue,Winter,3.3,Express,Yes,Yes,3,PayPal,Quarterly
905,1018,99,L,Magenta,Spring,2.9,Free Shipping,Yes,Yes,46,PayPal,Every 3 Months
906,1011,68,S,Cyan,Spring,2.8,Standard,Yes,Yes,16,Venmo,Annually
907,1014,56,M,Red,Spring,4.2,Standard,Yes,Yes,21,Debit Card,Bi-Weekly
908,1002,43,L,Cyan,Winter,4.4,Express,Yes,Yes,34,Credit Card,Bi-Weekly
909,1013,99,M,Turquoise,Winter,3.6,Free Shipping,Yes,Yes,9,PayPal,Every 3 Months
910,1023,56,L,Silver,Fall,2.7,Express,Yes,Yes,36,PayPal,Weekly
911,1016,25,S,Pink,Spring,3.4,Express,Yes,Yes,22,Credit Card,Monthly
912,1014,74,M,Black,Winter,2.8,2-Day Shipping,Yes,Yes,2,Bank Transfer,Quarterly
913,1016,56,M,Green,Winter,3.4,Next Day Air,Yes,Yes,32,Bank Transfer,Monthly
914,1005,47,M,Yellow,Fall,2.6,Next Day Air,Yes,Yes,29,Cash,Every 3 Months
915,1011,67,L,Purple,Summer,4.1,Standard,Yes,Yes,27,Venmo,Every 3 Months
916,1011,22,L,Purple,Winter,2.9,Store Pickup,Yes,Yes,33,Credit Card,Fortnightly
917,1003,34,S,Blue,Spring,2.7,Standard,Yes,Yes,16,Venmo,Monthly
918,1002,64,M,Maroon,Spring,3.7,Standard,Yes,Yes,11,Bank Transfer,Quarterly
919,1007,42,M,Orange,Spring,4.3,2-Day Shipping,Yes,Yes,11,Cash,Fortnightly
920,1006,82,L,Green,Winter,2.6,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
921,1023,81,XL,Gold,Summer,4.3,Free Shipping,Yes,Yes,37,Cash,Weekly
922,1008,24,L,Silver,Summer,4.1,Express,Yes,Yes,18,PayPal,Weekly
